,V1,V2,source
77891_OXC2530,-0.000374143,-0.000425349,human stool
77932_PHEHIST311,0.000335652,0.000891371,human stool
77957_OXC2487,0.001253908,-0.000312152,human stool
77969_PHEHIST335,-0.000230011,0.000770953,human stool
77975_PHEHIST340,-0.00109537,0.000856414,human stool
78030_PHEHIST385,-0.001080205,1.04E-05,human stool
78079_OXC2831,-0.00053613,0.000474806,human stool
78094_PHEHIST438,0.000566981,0.000150538,human stool
78107_OXC11884,-0.002138194,6.39E-05,human stool
78109_FDI643,0.004150218,-0.000423473,chicken
78119_FDI638,0.00348051,0.0004475,chicken
78124_FDI619,0.004289283,-0.000457233,chicken
78127_FDI646,0.003941769,-0.000877982,chicken
78130_FDI633,-0.001357785,0.000968744,chicken
78131_FDI649,0.005104254,-0.000727518,chicken
78141_NWC2814,0.000271685,0.000702563,human stool
78155_OXC11888,-0.001166266,-0.00034898,human stool
78161_FDI665,0.002186782,-0.001334447,chicken
78163_OXC11889,0.001983012,0.000987446,human stool
78167_NWC2818,-0.000207098,0.001103419,human stool
78183_NWC2826,0.000759482,-0.00067059,human stool
78184_FDI667,-0.000440918,-0.000610132,chicken
78188_OXC11897,-0.000764678,0.001139405,human stool
78189_OXC11894,-0.001400243,0.000333294,human stool
78197_FDI661,0.005095146,-0.000279862,chicken
78202_FDI660,0.004227176,-6.41E-05,chicken
78209_OXC11904,0.000566497,0.001053189,human stool
78212_NWC2833,0.001434394,0.00063523,human stool
78219_FDI686,0.000644434,-0.000729644,chicken
78227_FDI703,0.005058228,-0.000857926,chicken
78268_OXC11915,0.000380797,-0.000167613,human stool
78274_FDI711,0.002543079,-0.002174037,chicken
78283_NWC2847,0.000278201,4.82E-05,human stool
78296_FDI717,0.0046286,-0.000372131,chicken
78302_NWC2860,0.001863359,0.000803548,human stool
78303_FDI730,0.000788704,0.000569857,chicken
78304_FDI754,0.000671382,-0.000519196,chicken
78307_NWC2861,-0.000223197,0.000602274,human stool
78313_FDI732,0.003484732,0.000482097,chicken
78314_OXC11927,-0.000515209,0.001597889,human stool
78318_OXC11934,-8.89E-05,0.000870095,human stool
78322_OXC11936,0.000848208,0.001043917,human stool
78351_OXC11943,-0.000962903,9.33E-05,human stool
78354_NWC2872,0.000706936,0.000808395,human stool
78364_OXC11945,0.000202784,0.002874409,human stool
78374_OXC11946,-0.001074189,-0.001009579,human stool
78378_OXC11948,0.000696864,0.000859715,human stool
78380_FDI758,0.001423167,0.000485783,chicken
78395_NWC2874,-0.001507395,0.000100066,human stool
78398_FDI792,0.004545121,1.07E-05,chicken
78410_FDI774,0.000846462,-0.000495995,chicken
78427_FDI788,-0.001019576,-0.000277562,chicken
78433_NWC2896,0.000692875,0.000976746,human stool
78441_NWC2897,2.46E-05,-0.000570246,human stool
78447_FDI817,0.000265736,0.000261999,chicken
78454_FDI805,0.001421123,-0.002872877,chicken
78460_FDI813,0.004934303,-0.000758971,chicken
78470_FDI833,0.000576308,0.000383244,chicken
78479_NWC2902,-0.001400243,0.000333294,human stool
78850_PHEHIST443,-0.000616665,-0.000619132,human stool
78854_PHEHIST447,-0.000590012,-0.000610938,human stool
78881_PHEHIST474,0.0021993,-0.001079063,human stool
79000_NC_C6086,-0.000741636,-0.002625033,pig
79001_NC_C615,0.00012096,-0.002423251,pig
79002_NC_C603,-8.68E-05,-0.002366732,pig
80223_5S,0.001177189,0.000372584,human stool
80230_20S,0.000358453,0.00124435,human stool
80234_26S,-0.001525118,0.000651039,human stool
80240_39S,0.001434813,0.000257997,human stool
80284_19W1005H1,0.001718328,0.000488631,human stool
80363_p19,0.003321201,-0.002353277,human stool
80369_CAMPY2,0.01022221,0.029278827,human stool
80375_p32,0.00045953,0.000713844,human stool
80381_npCAMPY3,0.000245195,-2.49E-05,human stool
80382_npCAMPY2,0.002120314,-0.000600266,human stool
80385_npCAMPY8,0.000596819,0.018888251,human stool
80386_p29,-0.001851135,0.022270208,human stool
80390_npCAMPY0,-0.000915266,-2.26E-05,human stool
80395_p10H2,0.019416339,0.034599426,human stool
80398_CAMPY37_S18,0.001115502,0.021064979,human stool
80401_CAMPY21,0.00042508,0.011684963,human stool
80403_CAMPY24,0.002326327,0.021526024,human stool
80406_npCAMPY5,0.002886875,-0.001985532,human stool
80409_pCAMPY52,0.000674451,0.022170014,human stool
80410_CAMPY24_S12,0.001085025,-0.000437098,human stool
80412_pCAMPY23,-0.001590729,-0.000849026,human stool
80414_npCAMPY6,0.001652876,-0.000491876,human stool
80427_npCAMPY4,0.002260851,-0.000611504,human stool
80434_CAMPY22,0.000421071,0.008251833,human stool
80436_CAMPY26,0.002080177,0.000479517,human stool
80437_CAMPY11,0.00172908,0.019757911,human stool
80439_npCAMPY1,0.002843609,0.001583512,human stool
80440_pCAMPY68,-0.000243987,-0.000394782,human stool
80441_pCAMPY16,-0.001060762,-0.000345316,human stool
80443_p30,0.000432986,0.000732913,human stool
80446_pCAMPY27,-0.001387269,-0.000434346,human stool
80455_CAMPY6_S3,0.000501319,-0.000645739,human stool
80458_CAMPY13,0.001284047,0.020527508,human stool
80464_pCAMPY64,-0.002256978,0.00021893,human stool
80465_npCAMPY7,0.000927914,0.000337233,human stool
80471_p23,-0.000301675,0.000185553,human stool
80481_SKS_3244,0.002538679,-0.002322743,chicken
80490_SKS_3253,0.002301302,-0.001993261,chicken
80492_SKS_3255,0.00230406,-0.001986044,chicken
80493_SKS_3256,0.002301302,-0.001993261,chicken
80496_SKS_3259,0.001444419,-0.001784476,chicken
80507_SKS_3270,0.00134492,-0.002409255,chicken
80508_SKS_3271,0.00134492,-0.002409255,chicken
80514_SKS_3277,0.00200999,-0.001637342,chicken
80515_SKS_3278,0.001967261,-0.001643517,chicken
80517_SKS_3280,0.000454465,-0.001608045,chicken
80518_SKS_3281,0.0004058,-0.001580742,chicken
80519_SKS_3282,0.000126484,-0.000977163,chicken
80520_SKS_3283,0.000205094,-0.001024655,chicken
80554_17046563,6.52E-05,0.000813371,chicken
80560_18043580,-0.000859446,0.001277768,human stool
80561_18048119,2.02E-05,0.001160148,human stool
80570_1803999_2,0.000130162,-0.001274414,pig
80571_1906078_2,0.00018817,-0.000584178,pig
80572_C003_03,0.001544384,0.020212151,chicken
80610_CAMPY7,0.002186285,0.020640243,human stool
80611_pCAMPY54,-0.001825735,0.024258171,human stool
80612_CAMPY4,0.001854671,0.021382055,human stool
80613_CAMPY20,0.0034781,3.45E-05,human stool
80615_CAMPY17,0.001213062,0.001760719,human stool
80616_CAMPY29,0.002538071,0.000195934,human stool
80617_CAMPY25,0.003272425,6.08E-05,human stool
80618_CAMPY19,0.00217619,0.001025241,human stool
80619_CAMPY28,0.00329794,0.000207128,human stool
80620_CAMPY30,0.001568181,0.000864626,human stool
80621_CAMPY9,0.001935641,0.000201363,human stool
80622_CAMPY32,0.003285147,0.000193536,human stool
80623_CAMPY3,0.002523292,0.000367591,human stool
80624_CAMPY15,0.00236556,0.000423126,human stool
80626_CAMPY5,0.002380012,0.000355149,human stool
80627_CAMPY8,0.000771218,0.000846421,human stool
80631_CAMPY7_S4,0.001560951,-0.000361213,human stool
80634_CAMPY53_S26,0.001670784,-0.00173483,human stool
80635_pCAMPY45,0.001416969,-0.001348854,human stool
80639_pCAMPY40,0.001584446,-0.001375878,human stool
80640_CAMPY10,0.002913193,-0.001626622,human stool
80645_hcamp20,-0.000922029,-0.000281534,human stool
80646_irrcamp5,0.00230207,-0.001091721,human stool
80648_irrcamp25,0.002538477,-0.000808273,human stool
80649_circcamp9,0.002770727,-0.001298852,human stool
80651_irrcamp20,-0.000907035,-0.000256667,human stool
80652_circcamp2,0.000335661,0.000601833,human stool
80654_circcamp1,0.000655602,0.02037746,human stool
80655_p6,0.0361433,-0.015213001,human stool
80657_p8H2,0.026091185,-0.01076196,human stool
80659_hcamp24,6.86E-05,0.001450967,human stool
80660_irrcamp4,0.002392212,-0.001158644,human stool
80662_circcamp7,0.002441557,-0.000679583,human stool
80663_irrcamp14,-0.000954385,0.021105533,human stool
80664_p6H2,0.002077556,-0.000398297,human stool
80665_irrcamp12,0.00238538,-0.000622793,human stool
80667_hcamp21,0.002699588,-0.000701058,human stool
80670_hcamp18,0.03271069,0.055512344,human stool
80671_irrcamp24,2.29E-05,0.001467158,human stool
80674_hcamp27,-0.000104991,0.020824763,human stool
80677_circcamp8,-0.000566487,0.000213924,human stool
80678_hcamp22,0.00161816,-0.000208187,human stool
80679_hcamp14,0.000139736,0.020783698,human stool
80680_p5H2,0.001827373,-0.000221362,human stool
80681_irrcamp29,0.000615434,0.000475094,human stool
80682_p5,0.001819218,-0.000392666,human stool
80685_circcamp4,0.002302859,-0.001136296,human stool
80688_irrcamp21,0.002587875,-0.000670925,human stool
80689_CAMPY18,0.002163616,0.000869812,human stool
80692_hcamp29,0.001966586,0.000832487,human stool
80693_irrcamp27,-0.00055545,0.020719508,human stool
80694_hcamp25,0.00245799,-0.000788459,human stool
80695_irrcamp28,0.002350381,-0.000859847,human stool
80702_p15,0.001882539,0.010544184,human stool
80703_irrcamp7,0.002438891,-0.000684918,human stool
80706_hcamp12,0.002767941,-0.000639811,human stool
80707_hcamp28,0.002376244,-0.000909785,human stool
80711_irrcamp22,0.001636871,-0.00030002,human stool
80713_irrcamp9,0.002830598,-0.001376935,human stool
80714_circcamp5,0.002088718,-0.000949228,human stool
80715_irrcamp8,-0.000430762,0.000183835,human stool
80837_7702,0.00175632,-0.003102105,human stool
80838_7708,0.001565763,-0.000626107,human stool
80843_7706,-0.001728989,-0.003898167,human stool
80844_7711,-0.000605094,-0.003357047,human stool
